xi,H,eta,rho
0.118584,0.128934,0.424259,-0.247339
0.158858,0.349091,2.73638,-0.453412
0.105434,0.0337965,2.67466,-0.883473
0.0921441,0.105889,2.87088,-0.626151
0.0897108,0.056407,2.63296,-0.789027
0.080543,0.470567,1.00419,-0.904055
0.0215553,0.414971,3.65445,-0.617653
0.158218,0.0896103,0.303403,-0.304258
0.0719966,0.284206,2.03469,-0.170435
0.0663914,0.389923,3.30554,-0.90574
0.127777,0.262515,1.69682,-0.489571
0.0795753,0.383603,1.39807,-0.46869
0.15429,0.335811,3.80465,-0.664482
0.144758,0.0878288,3.2505,-0.725468
0.0807808,0.17231,0.408401,-0.281815
0.124504,0.414904,3.81634,-0.192711
0.0750661,0.224772,3.915,-0.148074
0.0726366,0.0382526,2.51283,-0.593642
0.113294,0.202794,0.747478,-0.916508
0.0976237,0.171319,0.94386,-0.891823
0.0764984,0.140519,2.87525,-0.938743
0.0444061,0.143343,3.66949,-0.780469
0.147894,0.163461,1.23137,-0.592932
0.119439,0.144069,1.87771,-0.531369
0.0843263,0.266851,1.97007,-0.750921
0.113747,0.06959,0.852602,-0.506479
0.0467755,0.0336436,0.428089,-0.401604
0.0544927,0.16034,0.95447,-0.653468
0.100935,0.211163,3.20287,-0.759118
0.138693,0.0753383,2.82527,-0.752386
0.0952127,0.486361,3.68504,-0.214797
0.148978,0.411489,1.80994,-0.90796
0.0820647,0.39015,1.70801,-0.412059
0.107649,0.354189,0.308448,-0.233783
0.0912268,0.189496,1.7051,-0.182302
0.0789721,0.243559,3.36169,-0.569644
0.0645922,0.0699444,0.719482,-0.634722
0.106393,0.0766376,3.32647,-0.494366
0.0268135,0.205607,3.09664,-0.298873
0.12288,0.389457,2.73459,-0.312373
0.0331119,0.0460388,2.20915,-0.622844
0.0892428,0.303761,3.85065,-0.571053
0.0400367,0.140406,3.21059,-0.348044
0.155769,0.455922,2.1831,-0.796876
0.114559,0.363035,0.308702,-0.366967
0.0662931,0.372872,0.995883,-0.845031
0.0193765,0.028802,3.88441,-0.489951
0.0435382,0.489693,2.8569,-0.344031
0.118962,0.375288,3.05721,-0.490198
0.0433954,0.0446447,2.00677,-0.566888
0.0462443,0.107543,2.8681,-0.59318
0.15696,0.184693,1.09227,-0.537399
0.0371832,0.0544431,1.78667,-0.216045
0.151188,0.0985226,1.18128,-0.793706
0.140787,0.435669,0.437993,-0.424981
0.0126481,0.0907966,1.04107,-0.236399
0.0896058,0.200012,1.60472,-0.137768
0.02788,0.376916,1.51668,-0.101513
0.112185,0.311095,2.29414,-0.422877
0.155039,0.25435,1.29814,-0.867049
0.139977,0.026778,2.52901,-0.796124
0.0606877,0.0850214,3.04806,-0.299602
0.0718824,0.374834,0.971697,-0.102761
0.0399132,0.0301722,1.01985,-0.180738
0.114318,0.272492,1.48733,-0.7583
0.022151,0.175951,1.30031,-0.589519
0.0963923,0.410244,3.28373,-0.557928
0.0304176,0.0521855,1.06491,-0.862637
0.043448,0.0518582,1.18998,-0.51888
0.136071,0.467913,0.493477,-0.383566
0.0538154,0.159749,2.20498,-0.384404
0.0241941,0.239103,1.94969,-0.663687
0.0178916,0.277319,3.92195,-0.941463
0.0819185,0.471289,0.970873,-0.277043
0.0180556,0.22561,2.4002,-0.699771
0.120272,0.224136,3.40874,-0.375035
0.0497563,0.0265766,1.56027,-0.68945
0.118518,0.0737209,2.33401,-0.653416
0.0466328,0.0772046,3.21908,-0.456401
0.115139,0.163238,2.27856,-0.12952
0.127316,0.460113,0.466911,-0.559896
0.157489,0.309698,0.840371,-0.685793
0.0775628,0.154608,0.529845,-0.575601
0.0129667,0.496847,3.89741,-0.720915
0.133055,0.48962,1.27636,-0.6516
0.145056,0.328692,3.60978,-0.75078
0.0464657,0.25263,2.66351,-0.703505
0.0461423,0.201895,0.574011,-0.464513
0.0979858,0.0823984,3.74999,-0.2842
0.0102131,0.094192,3.03198,-0.514639
0.156158,0.166342,3.29255,-0.932954
0.0798818,0.478154,3.00133,-0.457729
0.0258478,0.152456,2.98161,-0.314399
0.0634093,0.132209,0.653374,-0.860776
0.135678,0.280035,3.72438,-0.197753
0.0943352,0.32107,3.204,-0.333882
0.148259,0.234991,3.19868,-0.109044
0.0151559,0.314404,2.79988,-0.660539
0.0647358,0.30952,2.93435,-0.782246
0.0423133,0.295253,1.76629,-0.118418
0.0708719,0.336987,1.01245,-0.859852
0.0225674,0.418104,2.097,-0.145445
0.0757056,0.0800492,3.74603,-0.223517
0.0485422,0.123567,1.13621,-0.183046
0.0529439,0.429015,0.957849,-0.306725
0.0653609,0.2295,2.99503,-0.309504
0.0429676,0.185841,0.456275,-0.408883
0.0236312,0.320433,3.24397,-0.256192
0.146277,0.370617,3.82318,-0.652971
0.0807364,0.469384,0.489601,-0.715646
0.0817065,0.420864,2.02979,-0.810543
0.144225,0.365472,3.86728,-0.835195
0.0514916,0.301975,3.36413,-0.397975
0.130645,0.418551,1.02703,-0.89553
0.114577,0.456469,1.69809,-0.61501
0.125151,0.463275,0.95382,-0.590238
0.027257,0.331181,0.837472,-0.503278
0.0305678,0.324169,1.06708,-0.680568
0.0669519,0.136336,0.323514,-0.470646
0.151017,0.03373,1.39538,-0.555404
0.0972377,0.138812,2.522,-0.780167
0.146094,0.111887,0.339252,-0.891897
0.10261,0.149219,0.809888,-0.451268
0.124802,0.0317976,1.1069,-0.914099
0.144905,0.0512339,3.0541,-0.881574
0.055601,0.446003,1.93266,-0.687429
0.0883662,0.0366995,0.640262,-0.141846
0.135733,0.471811,3.01991,-0.279141
0.126924,0.264913,1.1953,-0.822048
0.115067,0.0379975,2.09471,-0.248745
0.100134,0.317924,3.87102,-0.691321
0.0691438,0.117398,2.9218,-0.780642
0.0214051,0.429606,2.0636,-0.749789
0.0200528,0.0370203,1.9736,-0.901143
0.0525613,0.482892,2.07545,-0.497355
0.0337238,0.283063,3.46092,-0.728899
0.14785,0.481206,1.96247,-0.671394
0.0794006,0.239667,2.65674,-0.477824
0.0675099,0.232646,1.75505,-0.777728
0.135402,0.373052,3.10287,-0.910996
0.155692,0.147594,3.92665,-0.651614
0.0556961,0.0330723,0.604697,-0.167802
0.155074,0.457481,1.0636,-0.743645
0.137429,0.290217,1.09552,-0.602165
0.0666954,0.0267375,2.32088,-0.384941
0.143002,0.454863,3.9382,-0.382415
0.0704286,0.457774,1.87966,-0.398548
0.0153489,0.310648,2.40353,-0.644144
0.124878,0.446522,2.30095,-0.721467
0.109801,0.240353,1.92932,-0.729982
0.0631321,0.447128,1.00304,-0.112046
0.127946,0.263436,2.73001,-0.377498
0.0171442,0.403857,3.75242,-0.277269
0.133538,0.304242,3.19433,-0.360113
0.041592,0.324667,2.90875,-0.39722
0.0308305,0.213444,1.61834,-0.391838
0.0390452,0.361169,3.4066,-0.58363
0.110348,0.171961,2.90851,-0.189519
0.0737155,0.393869,1.7924,-0.75172
0.113073,0.0759137,1.50708,-0.770419
0.117605,0.0394146,0.818119,-0.135301
0.0558327,0.376905,2.34228,-0.63125
0.0132314,0.175823,3.45326,-0.10694
0.136113,0.0841574,0.720344,-0.457562
0.0311284,0.404972,1.22093,-0.134287
0.110875,0.372529,3.05476,-0.326803
0.0799633,0.471417,2.47528,-0.42347
0.151358,0.10372,3.84409,-0.326387
0.088232,0.157386,0.560365,-0.168323
0.0588313,0.384686,2.8832,-0.100527
0.028028,0.0708391,3.16529,-0.278458
0.081417,0.40862,3.52161,-0.739864
0.135742,0.292969,3.13174,-0.612034
0.114633,0.213834,2.52721,-0.591613
0.128382,0.201919,3.06911,-0.74607
0.0539515,0.406409,0.443755,-0.199642
0.0326155,0.0538927,0.878195,-0.213904
0.0518841,0.0288211,2.00917,-0.484933
0.0742859,0.45663,3.71195,-0.863686
0.0470751,0.0351564,1.26165,-0.374764
0.123036,0.118044,3.49146,-0.913411
0.0232891,0.262943,1.17059,-0.378867
0.15696,0.169478,0.306564,-0.276331
0.0420448,0.438654,3.572,-0.85066
0.0820064,0.338441,0.791396,-0.840793
0.0966403,0.131536,3.17621,-0.438712
0.0579866,0.234746,3.56039,-0.37629
0.149172,0.0909044,2.91946,-0.754136
0.0764881,0.0996251,2.99131,-0.735699
0.146533,0.278563,2.1597,-0.553726
0.153506,0.345332,0.997086,-0.424816
0.139082,0.438948,0.87295,-0.45292
0.0917289,0.192914,1.66836,-0.613507
0.155423,0.0600909,2.37596,-0.548572
0.156129,0.0837864,0.87432,-0.445179
0.116469,0.11382,1.88665,-0.238809
0.137365,0.375884,3.90064,-0.648337
0.130023,0.412065,3.87189,-0.926951
0.0191914,0.324059,1.32287,-0.247206
0.0539156,0.0613962,2.15262,-0.708408
0.118965,0.357632,3.74916,-0.768504
0.0573201,0.196916,1.14209,-0.337689
0.107042,0.469123,0.904175,-0.825068
0.155185,0.263758,1.14311,-0.818685
0.115808,0.193783,2.62382,-0.679446
0.0187041,0.131883,1.01758,-0.592202
0.134196,0.11529,1.81766,-0.422079
0.119821,0.0775906,0.829209,-0.749252
0.0625847,0.144926,0.544392,-0.8572
0.0605245,0.103246,2.33214,-0.837337
0.0178262,0.292313,3.42332,-0.742225
0.0862003,0.477227,1.6243,-0.518716
0.0442624,0.293093,3.14847,-0.742067
0.0511331,0.46316,1.658,-0.465059
0.0447189,0.318195,1.55254,-0.228634
0.0294692,0.333919,3.88803,-0.92379
0.0681537,0.439642,1.85603,-0.888259
0.130454,0.299837,0.617478,-0.492289
0.0310569,0.182148,2.27905,-0.164501
0.0777394,0.265095,0.595489,-0.386175
0.111319,0.371201,0.967138,-0.520969
0.0955821,0.31138,2.51416,-0.830002
0.0266566,0.462594,2.39124,-0.766049
0.149483,0.183589,1.70886,-0.491525
0.131129,0.444094,0.583724,-0.352293
0.0899704,0.217055,3.43638,-0.312876
0.057419,0.0978189,3.59268,-0.169284
0.087196,0.311799,3.19436,-0.359159
0.0161147,0.0887626,3.32255,-0.763209
0.0738357,0.123699,3.99288,-0.904688
0.119009,0.125347,0.58155,-0.205723
0.0979744,0.379544,3.48551,-0.303564
0.0427828,0.0262231,3.36506,-0.223426
0.135936,0.179371,2.09013,-0.234667
0.110444,0.269865,0.408978,-0.511155
0.0934045,0.0402639,1.62801,-0.91261
0.0351431,0.208618,1.37446,-0.64897
0.094924,0.276826,1.91905,-0.899061
0.124232,0.263395,1.11651,-0.803558
0.127599,0.304769,3.52419,-0.78189
0.136656,0.189909,1.46919,-0.319106
0.078409,0.163732,3.77164,-0.67787
0.0501748,0.325792,2.67496,-0.148669
0.0911037,0.380345,2.05522,-0.178916
0.0853054,0.293589,2.63435,-0.875593
0.123041,0.481697,2.99926,-0.206887
0.0926463,0.0761224,1.07919,-0.391676
0.141446,0.236239,1.02019,-0.829458
0.0878962,0.386486,0.416334,-0.823633
0.128784,0.454224,2.11968,-0.597709
0.127133,0.394238,2.18842,-0.168124
0.145519,0.131355,3.74721,-0.304243
0.158278,0.399119,1.18976,-0.328851
0.0531591,0.0864531,1.5116,-0.443886
0.159136,0.290574,1.11877,-0.770606
0.152421,0.088945,0.506158,-0.829856
0.155683,0.049891,2.83453,-0.800691
0.0705274,0.104254,3.52784,-0.702979
0.078692,0.482835,1.97749,-0.918389
0.112986,0.421987,2.16106,-0.710131
0.113752,0.286765,1.3198,-0.327375
0.0213299,0.471611,1.38439,-0.474228
0.0722141,0.212995,3.78755,-0.913991
0.114059,0.288281,0.970987,-0.258578
0.153472,0.445263,1.72217,-0.433197
0.0125726,0.331667,3.61573,-0.648594
0.0941239,0.149219,1.39258,-0.614211
0.0996357,0.0907821,2.75109,-0.759647
0.0163146,0.448296,2.24653,-0.427002
0.126922,0.276491,1.42151,-0.764487
0.0345917,0.208911,3.75672,-0.632465
0.040172,0.396201,3.41524,-0.739892
0.0531597,0.374576,0.821426,-0.710402
0.0745981,0.0383787,2.05655,-0.61189
0.0946173,0.0822215,2.85496,-0.725248
0.022551,0.374687,1.99756,-0.616901
0.0426893,0.491947,2.10931,-0.288101
0.111577,0.209788,2.40872,-0.631968
0.0925601,0.136485,2.99812,-0.384562
0.149861,0.338367,3.90407,-0.188656
0.0411273,0.343231,3.53512,-0.646567
0.0451926,0.260964,2.5774,-0.841937
0.147826,0.237152,0.554336,-0.228806
0.0105545,0.451695,3.44936,-0.491124
0.122614,0.20932,0.617696,-0.364966
0.0983708,0.288311,2.12639,-0.42526
0.126909,0.272721,2.37292,-0.477953
0.129885,0.0392112,1.26571,-0.914038
0.0177324,0.242039,2.15129,-0.756701
0.121946,0.155189,1.65133,-0.937085
0.093275,0.335835,0.329237,-0.737333
0.0163165,0.126201,1.7007,-0.343805
0.0248512,0.20519,1.35394,-0.418201
0.0252704,0.257389,0.826092,-0.372691
0.118242,0.119045,2.1468,-0.258575
0.104033,0.0483638,1.05172,-0.853946
0.0699284,0.317493,2.91314,-0.602767
0.09868,0.414936,2.06655,-0.419135
0.0516002,0.378932,3.03625,-0.464138
0.120393,0.349084,0.382373,-0.237026
0.103197,0.159224,3.41103,-0.371102
0.144596,0.42816,1.52138,-0.318676
0.0812351,0.20923,3.6377,-0.39385
0.152369,0.207678,0.763967,-0.761233
0.113634,0.164059,0.444342,-0.661182
0.0848477,0.122832,2.25612,-0.197243
0.0894787,0.0834658,0.790381,-0.247798
0.102524,0.456972,1.38158,-0.595375
0.1416,0.419717,0.776944,-0.680301
0.114868,0.260166,1.06888,-0.430296
0.129143,0.289634,3.51602,-0.79489
0.0709265,0.136232,2.77839,-0.260179
0.141287,0.369086,3.24739,-0.697422
0.0282877,0.0277673,1.14808,-0.386362
0.020398,0.377137,2.71395,-0.110827
0.0516759,0.214144,3.06246,-0.759021
0.0573301,0.172428,2.95673,-0.549114
0.146462,0.475814,1.05205,-0.269371
0.123409,0.397057,1.29577,-0.67966
0.0494816,0.421216,1.22853,-0.728531
0.0411435,0.249399,2.03959,-0.405767
0.103586,0.482741,0.394533,-0.176679
0.093077,0.369219,3.33627,-0.336827
0.103517,0.406418,3.67899,-0.514326
0.0774794,0.22395,3.60273,-0.242439
0.0851587,0.377949,0.701077,-0.45843
0.0192165,0.365072,3.61194,-0.865274
0.0846981,0.203445,1.74898,-0.199991
0.0489754,0.0269883,3.33073,-0.593209
0.0768003,0.076721,2.28546,-0.40955
0.0122244,0.239275,2.19676,-0.301222
0.110443,0.298756,2.95833,-0.355101
0.120832,0.477732,3.27113,-0.316228
0.0491052,0.218209,3.39142,-0.425318
0.134389,0.496132,0.756415,-0.580215
0.102507,0.197911,1.39958,-0.12305
0.0854874,0.213503,3.69371,-0.313025
0.0491081,0.150023,2.73625,-0.135088
0.0216681,0.251158,0.780316,-0.109868
0.146264,0.358191,0.842731,-0.596248
0.0352116,0.444493,1.35358,-0.513673
0.0260543,0.314437,1.21476,-0.351187
0.124413,0.404827,2.1722,-0.386239
0.0191632,0.467275,2.31807,-0.577213
0.124888,0.194643,0.319347,-0.529136
0.118328,0.067534,3.94286,-0.611491
0.0194016,0.185269,1.10141,-0.654504
0.149768,0.445847,2.94397,-0.682607
0.0415359,0.0410777,2.601,-0.800863
0.0768487,0.178037,3.59807,-0.635042
0.13713,0.172287,1.39795,-0.924995
0.140794,0.0709841,0.510136,-0.377351
0.0928368,0.406083,3.38074,-0.730244
0.0793401,0.242615,2.4716,-0.322631
0.0375775,0.33319,2.58189,-0.692704
0.0880592,0.385197,2.78579,-0.420711
0.139285,0.317352,1.75255,-0.531294
0.114141,0.057528,2.31565,-0.907563
0.143374,0.329539,3.19933,-0.774946
0.134325,0.245073,2.23398,-0.733573
0.0262114,0.221622,1.1975,-0.77182
0.155242,0.239777,1.14837,-0.943144
0.136936,0.343636,2.85615,-0.600419
0.0655903,0.190877,1.25716,-0.425938
0.0552171,0.417744,3.8285,-0.537609
0.114466,0.283144,1.95908,-0.407011
0.0534605,0.310188,3.71779,-0.813155
0.135088,0.165395,1.28775,-0.877847
0.017732,0.255224,2.69042,-0.909777
0.129639,0.0561274,2.35638,-0.3632
0.122753,0.112396,1.93291,-0.708825
0.102173,0.210202,1.24572,-0.612457
0.130296,0.0759225,1.21624,-0.38964
0.0949709,0.322198,1.38684,-0.350661
0.144479,0.3418,3.44105,-0.936813
0.158992,0.195319,0.749557,-0.169068
0.0287939,0.416317,2.62107,-0.729324
0.0713225,0.475296,2.41138,-0.353263
0.0671155,0.241557,0.792013,-0.6006
0.124582,0.371141,0.5845,-0.603079
0.0619812,0.443211,2.13659,-0.195051
0.128711,0.362843,3.16328,-0.84945
0.125672,0.0912821,0.608691,-0.127792
0.10861,0.217469,0.36995,-0.538851
0.106546,0.184257,3.02022,-0.546321
0.0743487,0.0271547,3.49605,-0.815729
0.118439,0.419695,2.0613,-0.695487
0.154714,0.225788,1.75192,-0.707236
0.0230446,0.381832,2.81095,-0.851152
0.0792578,0.295493,1.27418,-0.395663
0.0647682,0.231617,3.81665,-0.21518
0.118476,0.498739,3.34005,-0.883396
0.105656,0.249861,1.62472,-0.873057
0.156291,0.329543,2.38716,-0.710198
0.0236109,0.0408072,2.36042,-0.548447
0.0300928,0.0624183,0.406324,-0.459546
0.107481,0.20439,1.15905,-0.443637
0.118968,0.048298,3.9456,-0.879268
0.146966,0.351786,1.52328,-0.404398
0.0784524,0.105912,3.95567,-0.76678
0.0909943,0.0960493,0.384089,-0.280336
0.136463,0.240744,3.39453,-0.681221
0.0394842,0.353333,3.11227,-0.517554
0.0691983,0.158922,3.2241,-0.807464
0.0626124,0.427968,2.14366,-0.287513
0.15901,0.0898128,3.42891,-0.928895
0.0952395,0.246799,0.616882,-0.455604
0.0222705,0.474794,3.9486,-0.662334
0.130717,0.397022,0.495447,-0.410961
0.056475,0.219216,0.722414,-0.279713
0.127004,0.122666,3.58108,-0.556463
0.128596,0.329528,2.12826,-0.580196
0.121015,0.100364,2.39832,-0.141118
0.0232005,0.0352391,2.59586,-0.284771
0.0788846,0.477765,3.0176,-0.14459
0.153331,0.415802,1.09611,-0.349765
0.143394,0.313006,3.1788,-0.169632
0.0999058,0.462718,3.3369,-0.671635
0.102367,0.0462383,3.86591,-0.891693
0.0185537,0.175945,2.8826,-0.20993
0.0600741,0.230846,0.321685,-0.189921
0.13486,0.188107,1.56435,-0.466381
0.0523083,0.0873473,3.9757,-0.598932
0.0957752,0.163354,0.836808,-0.874697
0.113435,0.0965371,0.8208,-0.1391
0.0966935,0.111169,0.793597,-0.221805
0.116532,0.435526,3.24549,-0.128524
0.0257237,0.270659,3.97012,-0.274131
0.13414,0.249544,3.67466,-0.543583
0.108274,0.475663,0.581893,-0.46999
0.148167,0.214641,1.50552,-0.736342
0.0999129,0.157327,3.38354,-0.356804
0.12341,0.322228,2.23294,-0.108408
0.0536801,0.395006,0.319039,-0.793208
0.0216476,0.156543,1.849,-0.461092
0.151362,0.104793,0.417561,-0.280695
0.0758441,0.195017,1.90118,-0.119895
0.0297273,0.402979,3.33054,-0.164436
0.0920903,0.394199,2.61387,-0.605991
0.0531641,0.401679,1.51687,-0.145806
0.096049,0.128559,1.16771,-0.801128
0.0941484,0.254558,3.95233,-0.635828
0.11457,0.331902,3.28407,-0.210649
0.0304517,0.375163,1.96412,-0.193074
0.10635,0.109461,3.93207,-0.811032
0.0845604,0.296523,3.58526,-0.339786
0.049163,0.127123,3.0823,-0.866793
0.0817749,0.063896,2.18068,-0.681673
0.147385,0.330492,2.55741,-0.254571
0.0532105,0.228239,1.5437,-0.41487
0.071157,0.0991829,0.963789,-0.911298
0.150815,0.0977555,3.93311,-0.370217
0.151457,0.258534,3.75686,-0.872388
0.0771309,0.120477,1.04484,-0.862408
0.0355054,0.0465009,3.88851,-0.146871
0.0992703,0.451753,3.18853,-0.544517
0.0674128,0.465791,3.7735,-0.196168
0.110935,0.408588,2.81713,-0.320515
0.148114,0.4566,1.35688,-0.539871
0.084626,0.195059,3.95647,-0.45298
0.103097,0.405029,3.7109,-0.387362
0.0433017,0.116686,2.36457,-0.216548
0.103829,0.31945,2.36081,-0.884186
0.0210121,0.157091,2.90756,-0.139054
0.0962717,0.178851,1.57575,-0.631916
0.0507235,0.454217,2.77692,-0.775474
0.125105,0.0433122,2.34988,-0.693426
0.0742043,0.222513,1.26438,-0.221824
0.154438,0.47842,1.41932,-0.666158
0.0516034,0.203214,0.452092,-0.880858
0.128783,0.381301,1.54329,-0.268746
0.157913,0.276535,1.69189,-0.640534
0.103505,0.364573,3.97001,-0.462209
0.132729,0.101481,2.60826,-0.708323
0.121012,0.0317211,0.357837,-0.287915
0.12525,0.468136,2.75015,-0.483449
0.0644916,0.173869,0.391852,-0.452034
0.119876,0.273334,3.54793,-0.304144
0.110049,0.270121,1.82301,-0.878772
0.1118,0.342088,3.84686,-0.254598
0.0165796,0.171044,2.98907,-0.513646
0.0835005,0.0254779,2.18443,-0.41867
0.0889686,0.0950136,1.37558,-0.120701
0.0858016,0.26174,1.77627,-0.906351
0.0127596,0.474146,2.00527,-0.366606
0.0556441,0.0770821,3.92581,-0.568332
0.128805,0.195307,3.2434,-0.840548
0.0612738,0.0530679,1.83172,-0.944309
0.149123,0.316532,0.643414,-0.18307
0.0756156,0.0387997,3.16794,-0.808893
0.107942,0.250455,2.34925,-0.202142
0.116718,0.191157,1.2291,-0.507356
0.0215021,0.0559348,1.1809,-0.465716
0.151564,0.495922,3.02845,-0.353107
0.0801262,0.454584,2.50247,-0.66215
0.0694208,0.0672397,2.72378,-0.643602
0.0375372,0.0411582,2.55307,-0.922358
0.15657,0.158308,0.569991,-0.571363
0.0615461,0.338535,1.36665,-0.614851
0.0970106,0.346879,0.678118,-0.310284
0.11096,0.498033,2.69623,-0.641794
0.131808,0.281602,0.483028,-0.821478
0.152741,0.482186,0.984986,-0.644614
0.0977152,0.427028,3.08987,-0.772554
0.134844,0.215031,3.35517,-0.429366
0.126267,0.0832326,2.37577,-0.884687
0.123846,0.341404,1.4112,-0.631624
0.111193,0.362008,2.16252,-0.108878
0.113688,0.092965,2.47184,-0.372043
0.0799263,0.474899,3.10913,-0.651767
0.141361,0.155383,1.64305,-0.586376
0.0985027,0.224165,0.525526,-0.829694
0.0468663,0.188142,3.59661,-0.344571
0.0981168,0.109311,2.88868,-0.585076
0.119636,0.192252,2.70525,-0.660315
0.0975254,0.345929,2.60082,-0.53138
0.033,0.329817,0.769046,-0.312257
0.144369,0.199422,1.96355,-0.62853
0.153929,0.438358,2.95158,-0.898954
0.147965,0.343951,3.25653,-0.762215
0.0579577,0.405306,2.30738,-0.47058
0.135133,0.112461,2.13786,-0.418604
0.104342,0.346362,0.898477,-0.192084
0.117615,0.0765763,2.71697,-0.368191
0.0487518,0.45033,0.611213,-0.66135
0.0642804,0.275095,1.82013,-0.541052
0.0202701,0.40526,1.27959,-0.200442
0.0783659,0.262391,1.59383,-0.121866
0.158502,0.140402,0.999812,-0.644671
0.0684056,0.398116,2.05615,-0.427676
0.134179,0.233711,0.32335,-0.901137
0.0770426,0.063011,0.353556,-0.314489
0.136388,0.380387,1.8679,-0.848727
0.122825,0.428812,1.39643,-0.60612
0.0824316,0.389593,2.47287,-0.714179
0.111194,0.278794,0.685488,-0.866499
0.0105518,0.430817,3.33798,-0.464842
0.103265,0.494325,3.68347,-0.101634
0.0768586,0.12388,0.397484,-0.182339
0.12265,0.414937,1.63304,-0.549781
0.0504598,0.162891,3.82698,-0.147306
0.059319,0.337378,2.47816,-0.852155
0.137903,0.497263,1.42836,-0.680673
0.0482824,0.370043,0.841875,-0.568644
0.0703248,0.213596,1.94797,-0.559929
0.0309838,0.392151,2.15596,-0.121076
0.143338,0.381697,2.53808,-0.406573
0.142885,0.284698,3.02945,-0.229549
0.0666112,0.105055,2.90004,-0.595428
0.094201,0.0771052,3.45062,-0.149777
0.0299748,0.367112,2.14963,-0.759283
0.158931,0.116549,2.22085,-0.354301
0.156047,0.133408,2.54493,-0.460846
0.106618,0.361731,2.99372,-0.725202
0.0812868,0.0288276,3.11062,-0.88053
0.150312,0.0677118,2.84042,-0.923261
0.0583656,0.0449394,3.96544,-0.529863
0.112698,0.265424,3.15681,-0.265951
0.0539677,0.227323,3.23935,-0.419034
0.128247,0.196016,0.902624,-0.131913
0.151078,0.0741055,2.01388,-0.701325
0.147704,0.369914,0.923817,-0.298812
0.0255258,0.070181,1.76661,-0.507275
0.0347562,0.416374,2.61009,-0.490061
0.114831,0.479376,2.30419,-0.389536
0.0206358,0.16028,0.918161,-0.120038
0.0646105,0.478562,1.59441,-0.1686
0.0269215,0.249445,2.8654,-0.368896
0.049705,0.241605,1.45842,-0.85273
0.156549,0.274437,1.35325,-0.801436
0.0386369,0.406657,1.19422,-0.637075
0.0745228,0.467896,1.47742,-0.278398
0.0390463,0.268254,3.85926,-0.164398
0.0199179,0.217402,2.47115,-0.331989
0.13809,0.0590034,3.78658,-0.578333
0.0814048,0.071358,3.67528,-0.580703
0.0253991,0.298597,2.47606,-0.138372
0.112934,0.353802,3.54346,-0.841578
0.029618,0.0380785,0.678646,-0.408965
0.157664,0.12957,0.924652,-0.329676
0.108104,0.377768,0.433905,-0.872622
0.0547566,0.338701,2.11271,-0.739245
0.0543316,0.293139,3.93331,-0.446747
0.0727056,0.49606,1.91507,-0.867712
0.0832455,0.395507,2.59895,-0.199326
0.115682,0.0680328,0.33668,-0.753647
0.0673827,0.19063,2.06829,-0.675731
0.0269203,0.459046,2.59536,-0.105604
0.133363,0.195923,0.545023,-0.209619
0.0616721,0.198617,2.63745,-0.628484
0.0690044,0.027564,0.532175,-0.574101
0.0761072,0.310941,2.3026,-0.549767
0.094523,0.272809,0.721168,-0.925932
0.0327718,0.366216,2.34933,-0.567768
0.138195,0.280078,2.93901,-0.159885
0.0282189,0.101085,3.97628,-0.578075
0.152628,0.212382,3.27922,-0.479783
0.136021,0.0704933,2.65756,-0.711924
0.124337,0.409884,2.22086,-0.637801
0.0231955,0.210298,1.56379,-0.150513
0.13356,0.0335419,0.399614,-0.288099
0.0560452,0.196394,1.87386,-0.299287
0.096662,0.187932,1.91221,-0.565404
0.126461,0.330733,2.69657,-0.382069
0.145591,0.346481,2.37768,-0.20392
0.118654,0.299851,3.79839,-0.208474
0.122016,0.034659,0.943313,-0.243994
0.0312723,0.331976,3.58008,-0.36225
0.126661,0.261208,3.36413,-0.321164
0.1235,0.38698,2.00669,-0.605468
0.0448299,0.27192,3.53905,-0.662314
0.061057,0.177883,2.09609,-0.376599
0.0321253,0.0381325,1.05839,-0.115325
0.101883,0.461762,3.26784,-0.529049
0.054297,0.266212,3.5321,-0.258115
0.0940742,0.259835,0.668145,-0.27625
0.129958,0.0695431,1.44978,-0.573744
0.132159,0.0451117,3.34249,-0.281083
0.148278,0.270964,1.84153,-0.410345
0.0406017,0.220877,2.03499,-0.750579
0.062701,0.270909,2.9733,-0.745816
0.1574,0.424987,3.56067,-0.579889
0.119301,0.457942,2.67828,-0.503797
0.0384385,0.173743,2.66833,-0.888207
0.0957822,0.0945044,1.28976,-0.502172
0.0766502,0.293895,2.54596,-0.409204
0.150436,0.368959,3.21076,-0.194869
0.0498877,0.412811,3.00041,-0.536054
0.122849,0.493333,3.82649,-0.337736
0.0706487,0.259068,0.978429,-0.691823
0.153703,0.223922,1.57683,-0.281365
0.0504695,0.152202,1.19806,-0.224675
0.137789,0.223919,0.411733,-0.323911
0.142672,0.114526,2.56377,-0.596937
0.0489161,0.173608,0.942451,-0.443712
0.0532951,0.160979,2.44706,-0.949646
0.137014,0.28651,2.29958,-0.710815
0.138393,0.275065,1.57009,-0.190257
0.0375849,0.10296,1.90726,-0.306786
0.124428,0.396039,2.9977,-0.763735
0.0240859,0.404569,0.998897,-0.399722
0.0836153,0.447129,2.67098,-0.548325
0.0330903,0.165846,3.64331,-0.691995
0.148549,0.230153,0.887458,-0.561541
0.118864,0.0926848,2.61636,-0.252752
0.0183009,0.384957,2.98911,-0.8526
